w:         10834.000000	                      1.224733187282e+01	                            0.2361670001
w:         11304.000000	                      1.224733187282e+01	                            0.2493230000
w:         11784.000000	                      1.224733187283e+01	                            0.2543800001
w:         12274.000000	                      1.224733187283e+01	                            0.2664900001
w:         12774.000000	                      1.224733187283e+01	                            0.2765680002
w:         13284.000000	                      1.224733187284e+01	                            0.2939289999
w:         13804.000000	                      1.224733187284e+01	                            0.3014140001
w:         14334.000000	                      1.224733187284e+01	                            0.3114310000
w:         14874.000000	                      1.224733187285e+01	                            0.3230770000
w:         15424.000000	                      1.224733187285e+01	                            0.3335879999
w:         15984.000000	                      1.224733187285e+01	                            0.3474880001
w:         16554.000000	                      1.224733187285e+01	                            0.3625880000
w:         17134.000000	                      1.224733187286e+01	                            0.3712830001
w:         17724.000000	                      1.224733187286e+01	                            0.3849220001
w:         18324.000000	                      1.224733187286e+01	                            0.4020509999
w:         18934.000000	                      1.224733187286e+01	                            0.4090739999
w:         19554.000000	                      1.224733187286e+01	                            0.4261810000
w:         20184.000000	                      1.224733187286e+01	                            0.4373740000
w:         20824.000000	                      1.224733187286e+01	                            0.4556460001
w:         21474.000000	                      1.224733187287e+01	                            0.4651950002
w:         22134.000000	                      1.224733187287e+01	                            0.4917460000
w:         22804.000000	                      1.224733187287e+01	                            0.5054520001
w:         23484.000000	                      1.224733187287e+01	                            0.5073390000
w:         24174.000000	                      1.224733187287e+01	                            0.5241439999
w:         24874.000000	                      1.224733187287e+01	                            0.5452580000
w:         25584.000000	                      1.224733187287e+01	                            0.5586550001
w:         26304.000000	                      1.224733187287e+01	                            0.5687219999
w:         27034.000000	                      1.224733187287e+01	                            0.5863750000
w:         27774.000000	                      1.224733187287e+01	                            0.6019450000
w:         28524.000000	                      1.224733187287e+01	                            0.6210930001
w:         29284.000000	                      1.224733187287e+01	                            0.6585870001
w:         30054.000000	                      1.224733187287e+01	                            0.6514570001
w:         30834.000000	                      1.224733187287e+01	                            0.6666610001
w:         31624.000000	                      1.224733187287e+01	                            0.7051520001
w:         32424.000000	                      1.224733187288e+01	                            0.7105940001
w:         33234.000000	                      1.224733187288e+01	                            0.7257050001
w:         34054.000000	                      1.224733187288e+01	                            0.7380939999
w:         34884.000000	                      1.224733187288e+01	                            0.7860059999
w:         35724.000000	                      1.224733187288e+01	                            0.7979379999
w:         36574.000000	                      1.224733187288e+01	                            0.8035610002
w:         37434.000000	                      1.224733187288e+01	                            0.8144489999
w:         38304.000000	                      1.224733187288e+01	                            0.8293990002
w:         39184.000000	                      1.224733187288e+01	                            0.8456629999
w:         40074.000000	                      1.224733187288e+01	                            0.8725510000
w:         40974.000000	                      1.224733187288e+01	                            0.8988260000
w:         41884.000000	                      1.224733187288e+01	                            0.9154830000
w:         42804.000000	                      1.224733187288e+01	                            0.9674700000
w:         43734.000000	                      1.224733187288e+01	                            0.9706460000
w:         44674.000000	                      1.224733187288e+01	                            1.0661909999
w:         45624.000000	                      1.224733187288e+01	                            1.0919900001
w:         46584.000000	                      1.224733187288e+01	                            1.1576159999
w:         47554.000000	                      1.224733187288e+01	                            1.2442220000
w:         48534.000000	                      1.224733187288e+01	                            1.1184940001
w:         49524.000000	                      1.224733187288e+01	                            1.2607060000
